1:52:57	ARS 50.00	UC__HNc2Q9t6fH5cXnqrH-lw	💗🥄ケンジ 【一般紳士A】	迷宮の上で大きな幽霊やカボチャの立ち絵を作ったほうがいいかも:ghost:？
1:08:01	NT$75.00	UCAXhphxtVmfkDk4YhtWm3gw	安部	初めてのホラーゲームのためお疲れ様です。よしよしヾ(・ω・｀)。スムーズに完了できるのは素晴らしいことです，りんちゃんが今夜怖いなら、私たちはあなたに同行し続けましょう。大好きだよ:red_heart:、ぎゅ:_ふにゃふにゃりん:～
1:40:27	NT$75.00	UCAXhphxtVmfkDk4YhtWm3gw	安部	りんちゃんおやすみな□私は最初に休むつもりです、今日ありがとうね:white_heart:りんちゃんのお誕生日楽しみです、また明日□。最後に、4ヶ月のデビューおめでとうございます、大好きだよ、ちゅ:_てれりん:
1:31:27	NT$75.00	UCAZeWoTGxcJm-77n-wJPIQA	謝昆明こんぶ	あけましておめでとう！:smiling_face:
29:53	HK$100.00	UCBD8W1nzf8t2GZ-jPEbeLLg	Ronald Tam	お誕生日おめでとう！！□□
1:01:23	NT$1,500.00	UCbdoagaO7qFxUYwX3PhdFTg	マ イマ イ	誕生日おめでとう:red_heart:
4:28	NT$150.00	UCbdoagaO7qFxUYwX3PhdFTg	マ イマ イ	大好き:red_heart::red_heart::red_heart:chu~
3:57	NT$300.00	UCbdoagaO7qFxUYwX3PhdFTg	マ イマ イ	:red_heart::red_heart::red_heart::red_heart::red_heart:
2:24:28	NT$300.00	UCbdoagaO7qFxUYwX3PhdFTg	マ イマ イ	
14:34	NT$1,500.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	凛~~~~~~ち~~~~ゃ~~~~~ん~~~~~~
35:13	NT$1,500.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	:_ふにゃふにゃりん:□:_へっぽこりん:□:_梵天うさぎ:□:_わらい::_なきりん::_ちらりん:□:_はろりん::_花スパ::_てれりん::_たべたっ:□□:_お水のむりん:□
2:23:54	NT$1,500.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	最初は忘れていた、凛ちゃん5 w人おめでとう
14:28	NT$150.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
35:08	NT$150.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
2:22:06	NT$150.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
2:45:23	NT$150.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	凛ちゃんと一緒に私も楽しいですが自分の体にも気をつけて、無理しないで、休みに気をつけてください
14:23	NT$30.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
35:04	NT$30.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
2:23:41	NT$30.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
14:30	NT$300.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
35:09	NT$300.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
2:23:50	NT$300.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
9:55	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	Chunwing:凛ちゃんお帰りなさい、この間お疲れ様でした
14:25	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
6:39	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	はらりん
35:06	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
2:28:15	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	虹～入戏 現れさえすれば虹がある(｡>∀<｡)
2:38:57	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	二期生の犬出たヾ(´∀｀。ヾ)
2:40:56	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	魔鬼 二期生の犬(*^ω^*)
3:00:57	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	凛
3:01:15	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	ちゃん
3:01:34	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	大
3:01:52	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	好き
2:31	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
54:00	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	二期生の犬魔鬼は花の国に入りました
3:45	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	こんこんばんは
1:33:53	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	りんちゃん、おやすみ(。-ω-)zzz
2:48:13	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	⊙▽⊙
3:34	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
35:23	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	凛ちゃん何やってんの？
42:32	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	落ち着いて、ゆっくりして:face_with_tears_of_joy:
2:23:45	NT$75.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
14:32	NT$750.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
48:30	NT$750.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	何が問題なのかわかりません。ピンクをもう一つ送ります。
2:23:53	NT$750.00	UC-bfrsko2OFp42XxvArYExA	Sein-_-	
1:30:44	NT$30.00	UCB-laCbr0rVmGigc0r5gUhQ	猫浪浪	<(￣︶￣)>
1:50:10	NT$1,500.00	UCBQ2JlWOsFh4c6ZglcRPUew	Hong	ASMR気持ち，いつもありがとう，りんちゃんが大好き
2:25:59	NT$1,500.00	UCBQ2JlWOsFh4c6ZglcRPUew	Hong	りんちゃん6万人あめでと
1:08:10	NT$300.00	UCBQ2JlWOsFh4c6ZglcRPUew	Hong	りんちゃんお疲れ様でした，ASMR気持ちいい，ちょっと眠かった，おやすみ
1:59:55	NT$750.00	UCBQ2JlWOsFh4c6ZglcRPUew	Hong	ASMR助ける すごく気持ちいい りんちゃんおやすみ:sleeping_face::sleeping_face:
1:54:25	NT$15.00	UCBVkd69Nd6wHmYi1feMx9gQ	冬檸微微	
19:32	NT$1,500.00	UCbvW6F7b12Nd5NZE9AMyAEw	Ryan Chen	りんちゃん 大好き :red_heart:絕叫大好き :red_heart:（耳の出血:red_heart:
2:39:10	NT$30.00	UCbzLOqoPabziCfCqcre2V2g	LuxakyBall🐉⚫	Thanks Rin, I got a lot of fun!
-7:26	NT$299.00	UCc3oYNh-Xx6NEPGX3e-nzbg	トーニー	こんくまぽんず～体力尽きるまで付き合うぞ
2:31:04	NT$30.00	UCc3oYNh-Xx6NEPGX3e-nzbg	トーニー	仲間割れしないで下さい
9:56	HK$50.00	UCdDufhoKYJhqFKI70XKPn5w	ryan chi	
1:27:39	NT$1,500.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
6:43	NT$1,500.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
1:26:21	NT$15.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
5:10	NT$15.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
8:51	NT$15.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
1:26:59	NT$150.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
5:54	NT$150.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
8:00	NT$150.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
1:26:34	NT$30.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
5:26	NT$30.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
8:26	NT$30.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
1:27:14	NT$300.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
6:09	NT$300.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
7:12	NT$300.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
1:26:39	NT$75.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
5:39	NT$75.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
8:18	NT$75.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
1:27:26	NT$750.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
6:27	NT$750.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
6:51	NT$750.00	UCdjQtFECiix00uaYswOcM2w	陳建昇	
2:30:17	NT$150.00	UCDlmiX1FmgjMobOX7ZYMU0w	黎明	晚上好
1:16:37	HK$25.00	UCeb9xfbEQ6B3kdBcgjNGlFQ	謎スイッチ[吸血狐]	:smiling_face_with_hearts:癒される
30:51	NT$150.00	UCFrfa4mSNl078cLK8nPJdjQ	JineZe	好き□□□
1:33:02	NT$75.00	UCFrfa4mSNl078cLK8nPJdjQ	JineZe	ただいま □□
2:05:40	NT$75.00	UCFrfa4mSNl078cLK8nPJdjQ	JineZe	おやすみ□□□
3:17:51	NT$75.00	UCFrfa4mSNl078cLK8nPJdjQ	JineZe	おやすみ□□□
1:53:59	NT$75.00	UCFrfa4mSNl078cLK8nPJdjQ	JineZe	:_ちらりん::_ちらりん:今日も幸せ□□おやすみ□□
2:21:26	NT$75.00	UCFrfa4mSNl078cLK8nPJdjQ	JineZe	りん ASMR is good. But I want to see more,りん silly in game.□□and it help to clip.
2:44:19	NT$75.00	UCFrfa4mSNl078cLK8nPJdjQ	JineZe	おやすみ　好き□□□
1:13:41	NT$75.00	UCFrfa4mSNl078cLK8nPJdjQ	JineZe	おやすみ□□□
6:29	NT$300.00	UCFYcINukh2zs7lOECfcW7Sg	香草きつね	初見，りんちゃんかわいい:heart_suit:
3:13:32	NT$150.00	UCG-26ka69Phdrw-6HsE6P7Q	しゅうけん#賢蛋	お腹好き
1:50:48	HK$10.00	UCgCKBqrEwcV1_Knkj4q1zTA	TKS素食亂搞	りん大好き( ˘ ³˘):heart_suit:
24:54	HK$10.00	UCgCKBqrEwcV1_Knkj4q1zTA	TKS素食亂搞	:ambulance::ambulance::ambulance::ambulance::ambulance:
2:13:55	HK$10.00	UCgCKBqrEwcV1_Knkj4q1zTA	TKS素食亂搞	2期生3人同時配信おめでとう！！
32:10	HK$10.00	UCgCKBqrEwcV1_Knkj4q1zTA	TKS素食亂搞	:camera_with_flash::camera_with_flash::camera_with_flash::camera_with_flash:
8:47	HK$50.00	UC-H5IWPvpow4p8qgPQBJg3A	マーク（白瀬あおいの葵小熊）	さあ！チームくまぽんず！思う存分スマッシュた！
1:05:51	HK$50.00	UC-H5IWPvpow4p8qgPQBJg3A	マーク（白瀬あおいの葵小熊）	
42:46	NT$75.00	UChBvDVl9Hy8isUpgCgPUzIQ	AIR【空気】	□□□
30:15	NT$30.00	UChelLkWhI8xoavF4BRj4Skg	ゆかり	お誕生日おめでとうございます！ついてに私もお誕生日おめでとう！同じ日で幸せです！
2:21:27	NT$1,500.00	UCHh0uz7F649NuKRV7Xos0zg	ぷいぷい	:_うれしいうさぎ::_うれしいうさぎ::_うれしいうさぎ:
3:05:40	NT$150.00	UCHh0uz7F649NuKRV7Xos0zg	ぷいぷい	ガチ好き。結婚してください！
47:26	NT$150.00	UCHh0uz7F649NuKRV7Xos0zg	ぷいぷい	​久しぶりのASMR配信！助かる！うれしい！だいすき！:_うれしいうさぎ::_うれしいうさぎ::_うれしいうさぎ:
2:57:31	NT$75.00	UCHh0uz7F649NuKRV7Xos0zg	ぷいぷい	耳舐め好き、ありがとう～
2:04:12	NT$75.00	UCHh0uz7F649NuKRV7Xos0zg	ぷいぷい	:_てれりん::_てれりん::_てれりん:
46:34	NT$15.00	UCI8USp-RfOA2XeEcNScSDDg	境界	
30:51	NT$75.00	UCI8USp-RfOA2XeEcNScSDDg	境界	お誕生日おめでとう
1:14:57	NT$15.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	
1:48:31	NT$15.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	
2:21:04	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	昨日アーカイブてあおちゃんとりんちゃんとまいまいの心音を同時に聴く試みをしました　心音代です
19:29	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	はろりん　ハナスパテスト！問題ない！
2:06:25	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	仕事は終わた！え？テン～テン～テン～水着展示会？タイミングいいな！これ展示会チケート代～
42:36	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	はろりん！昨日のりんちゃんかわいいな～ハナスパをあげる！
3:18:44	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	ハナスパをあける！ちゃんと食べるよ！胃を大事にするよ！
44:43	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	太もも～ʕノ◉ᴥ◉ʔノ！うわあああああ～
1:22:42	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	はろりん～これコラボの時の水着代～ʕ◉ᴥ◉ʔノ
1:11:21	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	改めて...5.5万おめでとうʕ0ᴥ0ʔ
38:27	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	はろりん～来てすぐに悲鳴が聞こえた～ナース悲鳴代！ʕ０ᴥ０ʔノ～
9:01	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	はろりん～月曜日が来た！助けでぇぇぇぇ～
2:19:17	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	少ないが…KU100支援金です～楽しみです！
20:06	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	はろりん～おかえり！ʕ０ᴥ０ʔ
2:07:51	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	はろりん...夜更しすぎかな…頭が痛い...今日は大人しく寝る
39:42	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	月曜日が来た！助けてぇ～～私も少しKU100に貢獻～
1:44:39	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	はろりん～可愛いｗ
1:51:32	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	おかえり～痛いを二度言た～大丈夫？
2:50:00	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	11ヵ月おめでとう！～レアの歌枠お疲れ様～
2:11:53	NT$30.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	このまいロード何がに課金過ぎでお祝いの花スパ送れなかだ～改めで一周年+1月おめでとう！
3:01:05	NT$75.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	突然あおちゃんの名前を聞いた目を覚ましだ～はなスパ～
3:58:56	NT$75.00	UCiNSsE7yEbwwE3P1I9trAIw	RexRayレクスレ	あおちゃんが何？（再び目を覚ましますて～はなすぱ
31:02	ARS 1,000.00	UCIzBnqgLlFRpiaKYZTZOCKA	佑一{ゆういち}	りんちゃんメイド最高□
1:29:15	ARS 1,000.00	UCIzBnqgLlFRpiaKYZTZOCKA	佑一{ゆういち}	おかえりなさいメンバー□，今日もかわいい
32:23	ARS 1,000.00	UCIzBnqgLlFRpiaKYZTZOCKA	佑一{ゆういち}	5万人突破おめでとう，可爱い妹ゲーム頑張って□
18:16	ARS 1,000.00	UCIzBnqgLlFRpiaKYZTZOCKA	佑一{ゆういち}	Happy Helloween□ お菓子代どんどん食べて□
11:36	ARS 100.00	UCIzBnqgLlFRpiaKYZTZOCKA	佑一{ゆういち}	はろりん～～明後日飛行機に乗って出国するが、りんちゃんが俺の無事を祈ってほしい:_ふにゃふにゃりん:
1:45:31	ARS 20.00	UCIzBnqgLlFRpiaKYZTZOCKA	佑一{ゆういち}	二人の叫び声、二倍の喜び□
23:17	ARS 200.00	UCIzBnqgLlFRpiaKYZTZOCKA	佑一{ゆういち}	youtube君，妹を私に返してくれ□
19:37	ARS 200.00	UCIzBnqgLlFRpiaKYZTZOCKA	佑一{ゆういち}	はろりん～□数日前にコロナの予防接種をしたのですが、2～3日はとても体調が悪くて寝込んでいましたが、絶対に怠けていませんよ（草）。 今は体調も良くなり、やっとりんのasmrを見に来れるようになりました！！□
43:52	NT$30.00	UCIzBnqgLlFRpiaKYZTZOCKA	佑一{ゆういち}	何かあるよう□:_わらい:
45:16	NT$15.00	UCJN1W6APuR060_rIOSIT4nA	スヤア	
45:27	NT$15.00	UCJN1W6APuR060_rIOSIT4nA	スヤア	
45:38	NT$15.00	UCJN1W6APuR060_rIOSIT4nA	スヤア	
45:50	NT$15.00	UCJN1W6APuR060_rIOSIT4nA	スヤア	
46:03	NT$15.00	UCJN1W6APuR060_rIOSIT4nA	スヤア	
31:35	NT$150.00	UCJN1W6APuR060_rIOSIT4nA	スヤア	りんちゃんお誕生日おめでとう:birthday_cake::party_popper::wrapped_gift::confetti_ball:
1:28:36	NT$30.00	UCJPuXj8PQw-u42lvwWxuArw	ダメ天使	本当に気持ちいいよ、いつもありがとう、りんちゃおやすみー□
4:18:24	NT$30.00	UCJPuXj8PQw-u42lvwWxuArw	ダメ天使	そろそろ寝るね、りんちゃおやすみ、ちう
2:22:59	NT$30.00	UCJPuXj8PQw-u42lvwWxuArw	ダメ天使	一緒に寝よ、今日もお疲れ、りんちゃん大好きだよ□
2:42:16	NT$30.00	UCJPuXj8PQw-u42lvwWxuArw	ダメ天使	誕生日おめでとう□りんちゃん大好きだよ:_てれりん:
3:19:47	NT$170.00	UCJqEGMohs2lrOGnait6lSfQ	8 64	あけましておめでとうございます
15:58	NT$200.00	UCjTAmAFOibB8Yh4igPy3S1g	Lawrence	今日はbilibiliとYouTubeで連続配信しています。 お疲れ様でした。お元気で。:_ちらりん:
2:59:10	NT$75.00	UCj-vLjePCAVbo7Fth2XcBFg	Weic	chu
8:44	HK$25.00	UCK5v5Pu1bBpXg2sFRjp-9lw	peter123 liu	:smiling_face:
30:26	NT$75.00	UCk94aoybrVQ3NErsNhka0dQ	スキサキ	りんちゃん、誕生日おめでとう
38:26	NT$30.00	UCKzcYsbQUksgt5zWrgOnqaw	ものけもの	お誕生日おめでとう！
59:08	NT$70.00	UCLLI8BU68LVUWT3ifThlC2A	社會亂源	高価なキーボードは24,000元ですか？
3:08	ARS 20.00	UCLlSN6pA9fNRqV-KWiub5Yw	simp de cyan Sarutobi	hola Say yametekudasai onii-chan :folded_hands:, arigato
1:40:42	ARS 20.00	UCLlSN6pA9fNRqV-KWiub5Yw	simp de cyan Sarutobi	hola como estas me mandas un saludo :backhand_index_pointing_right::backhand_index_pointing_left:
9:39	HK$10.00	UCLovfL_vBeHtLU8CKjPEPFA	よしみ	何時寝るは分からないので今スパチャ投げる，てか新しいルーム梵天うさぎいなくなった悲しいです:crying_face:
1:38:09	HK$10.00	UCLovfL_vBeHtLU8CKjPEPFA	よしみ	着るの衣装決めるなら，僕と2回結婚式やること同意したよね！りんちゃんは世界一幸せの姫になるよ！
42:33	HK$10.00	UCLovfL_vBeHtLU8CKjPEPFA	よしみ	こちらこそありがとう，りんメイト。いつ寝る分からないのでスパチャ投げる。何があっても，心から好きだよ
1:47:49	HK$10.00	UCLovfL_vBeHtLU8CKjPEPFA	よしみ	遅くなったごめんね！残るはアーカイブ見ます！やりたいNPこと全部できるよかったね！おめでとう！
1:32:37	NT$1,500.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	明けましておめでとうございます:_ふにゃふにゃりん:今年も一緒に過ごしてね。りんちゃん大好きだよ
1:13:17	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
1:13:40	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
1:14:09	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
1:14:37	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
1:36:37	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
1:04:01	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
1:22:16	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
1:48:28	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
1:49:21	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
1:49:42	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
1:53:08	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
2:03:26	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
2:04:11	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
3:22:05	NT$15.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
1:35:36	NT$150.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
41:07	NT$150.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	1番追加:_ふにゃふにゃりん:
3:43:05	NT$150.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん～りんちゃんver2.0すごくかわいい。今日は楽しかった、ありがとう:_わーい:改めてver2.0おめでとう！りんちゃん大好きだよ:_ふにゃふにゃりん:
1:52:57	NT$150.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	 おつりんりん～KU100おめでとう！りんちゃんのASMR最高、すごく癒された、いつもありがとう。この後はゆっくり休んでね。りんちゃん大好きだよ:_ふにゃふにゃりん:
7:13	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	頑張って、無理しないでね
2:24:09	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん ,今日もとてもかわいい ,大好き:_ふにゃふにゃりん:
13:05	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	:_ふにゃふにゃりん:
1:12:33	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
13:35	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	頑張ってね:_ふにゃふにゃりん:
1:24:31	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おめでとう、今日も楽しかった、来週頑張ってね
12:10	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	お疲れ様、今日も頑張ってね
3:07:01	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん ,今日も幸せです ,はむはむ助かる、癒された、ありがとう、大好き:_ふにゃふにゃりん:
5:21	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日も頑張ってね
2:12:00	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい ,今日もとても幸せです、大好き:_ふにゃふにゃりん:
39:24	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん 、今日も幸せです、ありがとう:_ふにゃふにゃりん:
1:23:32	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日はりんちゃんの歌声が綺麗:_ふにゃふにゃりん:、かわいいにゃ~:grinning_cat:
2:39:17	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい ,今日もとても幸せです、大好き:_ふにゃふにゃりん:
2:35:24	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん可愛い、今日もとても幸せです、無理しないでね、大好き:_ふにゃふにゃりん:
7:45	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	３ヶ月&2.5万人おめでとう□
1:54:30	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんのアカペラかわいい、頑張ってね、大好き:_ふにゃふにゃりん:
3:18:20	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん ,今日もとても幸せです、にゃんにゃんかわいい、大好き:_ふにゃふにゃりん:
1:59:42	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい、今日のasmrも癒されます、無理しないでね、大好き:_ふにゃふにゃりん:
26:14	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	猫耳りんちゃん可愛い:_ふにゃふにゃりん:、今日の鼓膜はとても幸せです。:_わらい:
1:02:44	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんお疲れ様でした、偉い、喉をゆっくり休んでね
2:27:59	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日も幸せです、ありがとう、大好き:_ふにゃふにゃりん:
1:53:16	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんのasmr最高、今日も癒されます、ありがとう、大好き:_ふにゃふにゃりん:
1:59:05	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい、今日も幸せ、大好き:_ふにゃふにゃりん:
2:46:09	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日も可愛い、はむはむ助かる、ありがとう、大好き:_ふにゃふにゃりん:
2:01:56	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日のASMRは幸せです、大好き:_ふにゃふにゃりん:
2:02:32	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	二人ともお疲れ様、今日は楽しかった、おりがとう。鼓膜を交換しました:_わらい:
2:17:54	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日のASMRはとても幸せです、ありがとう、大好きだよ:_ふにゃふにゃりん:
1:38:55	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	:smiling_face_with_smiling_eyes:、:smiling_face_with_halo:、:_ふにゃふにゃりん::red_heart:(喉をゆっくり休める、無理しないでね)
1:51:40	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん可愛い、今日もとても幸せです、はむはむ助かる、大好きだよ:_ふにゃふにゃりん:
23:21	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、デビュー4ヶ月おめでとう、今日も可愛い、大好きだよ:_ふにゃふにゃりん:
2:27:43	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日のASMRも幸せです、癒された、ありがとう、大好き:_ふにゃふにゃりん:
1:50:06	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん可愛い、今日のASMRも優しい、本当に幸せ、おりがとう、大好きだよ:_ふにゃふにゃりん:
1:26:14	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、任務完了おめでとう、今日も可愛い、大好き:_ふにゃふにゃりん:
30:09	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、お誕生日おめでとう:party_popper::confetti_ball:
1:13:06	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日もかわいい、大好き
3:17:57	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい、今日は楽しかった、ありがとう、お疲れ様、大好きだよ:_ふにゃふにゃりん:
58:17	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日は楽しかった、ありがとう、私はapex下手
5:11:19	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんお疲れ様、今日もかわいい、大好き
1:50:56	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日も幸せです、耳ハム好き、ありがとう、大好きだよ:_ふにゃふにゃりん:
1:55:02	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんのASMR最高、りんちゃん今日もかわいい、大好き:_ふにゃふにゃりん:
2:39:03	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん可愛い、今日の悲鳴AＳＭＲ助かる、ありがとう、大好きだよ:_ふにゃふにゃりん:
